A,B,C,y,y_pred
-0.1891203907770335,-1.3303136257389898,0.9216501119244593,0.11944506400807176,0.11184219121392004
-0.6533292325737119,-0.4749453111609562,1.7654542402810969,0.23579274853761598,0.24185053089428146
-0.22485598180807856,0.07685188295876821,-0.6500025808234597,0.3522958388778207,0.3427401446763642
0.5705986685931593,-0.6626237589458467,-0.7632591565425169,0.4239784531306786,0.41005880395404903
0.3278795241593574,-0.12545426000290022,0.08589300629333041,0.5888522087001153,0.6179716943758873
-0.033126972873797095,-0.7309300399419191,1.7945578635177877,0.3801428320715971,0.4176279847527775
-0.5767713305683327,-0.9075636620415979,0.755391225825756,0.08989599520509285,0.09755823157887637
-0.46440426230938764,-0.9811655311396816,0.4620608932518965,0.08780328064039496,0.09302993081813656
1.0035328978920242,-0.07201012158033385,0.36163602504763415,0.8972802017877526,0.8843445234126766
0.06447441481012024,0.4865016438262019,-1.9754665663538713,0.4797160512945491,0.4749602429088746
-0.7449026448064491,-0.16306696394376388,-0.6751782749743815,0.10949783753904896,0.11151231348191577
0.8128621188389601,0.30729952087660933,0.6296288419236122,0.9137244878758574,0.9184238992112024
1.0470983026121545,0.22445181855997204,1.6839276914578687,0.9568642988681698,0.9640921218262976
0.2801611588196068,-0.02640575695892703,-0.8096035199216461,0.5350734411364355,0.5214466670829782
-0.6568942789713957,1.2004139079444254,-1.0469109826819396,0.47305293128112863,0.5344300538260982
0.024510174258942714,-0.7730097838554665,0.49799829124544975,0.26704453878584555,0.27681385939467534
2.1451491277733883,-0.8353470532597573,-1.1875984190295128,0.9133633321455481,0.9017069451854923
-0.8463159774657358,1.2637066776546686,0.543479378670093,0.6179680525504213,0.6670105528673093
2.98525900260341,0.17521141890851205,0.3674816654743044,0.9979947288947952,0.9982074339795484
-0.18289644110484016,-0.7280029412291344,1.3748764191481848,0.27793739602305884,0.3018744080704741
0.1848361236948739,0.4933179008808892,-0.8583577801812136,0.6781418130090291,0.673779933783331
-0.32138584165299344,-0.8254971967925115,0.41293145427562433,0.11980200528481287,0.14583945659892467
2.0740826697499735,0.23924686411114954,-0.9193845915864234,0.982046660095509,0.9815940517694578
-0.8571575564162826,0.6256673477650062,-1.0708924980611123,0.24935588096125327,0.23003538421849648
1.5327389130025777,0.5193465142411723,-0.1087601484568576,0.9757732454675083,0.9780202547672162
0.822544912103189,-1.0577109289559004,-1.2208436499710222,0.3440959147633257,0.3197957182344325
0.21329370737293857,-1.8936146669537857,0.0012054753622242368,0.0717409729736197,0.06393588676098669
-0.23052462518025083,-0.7179188907476018,1.1797252083607102,0.28906852796178284,0.2657634792375357
-0.2646568332379561,1.4535340771573169,2.720169166589619,0.9566246889063176,0.9634627088839147
0.975816719344709,-0.2950899142379063,0.9184544439424138,0.8840676230709295,0.8702307069344013
-1.4153707420504142,-0.23458713337514692,-0.42064532276535904,0.03950211615274276,0.033137086898421646
1.5774532797634744,0.24938368371075526,-0.0952955323869521,0.9729469077550946,0.9691621827372986
0.742095372009307,-0.6057149230033384,0.2992925804064919,0.6384339454961305,0.6492547636742345
1.2179591523055584,0.22054142701386686,-0.513196364513396,0.9334573325606418,0.9227331698598502
1.9870611116994412,-0.8798143535020543,-0.5309708978119645,0.9050409418228496,0.8979042042613719
-0.30372602877666466,-0.6581164890752567,-1.345870923473215,0.0752606438658029,0.08548627562041129
1.4033699701251907,-0.8610879101735704,0.6979032725390276,0.8488018403241041,0.8453595501466205
-1.5255251709247388,-1.0700847663261526,-0.6919080698812444,0.00666526088836629,0.006070110710529106
-1.2257656630023412,1.5739867632900328,-1.4643748802098202,0.3348326049180103,0.35889237650145595
1.8820244964750337,0.4714683571359957,1.3454200461549777,0.9946602952952149,0.9942582304151923
-1.879924385139045,-1.5859833122379583,1.8709651753717822,0.005458661456278343,0.004919917021539721
